id,title,content,text,url,published,source,source_category,publisher,collected_at
ce4b2be6f0716d15,AI That Executes: What the 2026 ERP Market Is Actually Building So Far - ERP Today,AI That Executes: What the 2026 ERP Market Is Actually Building So Far ERP Today,AI That Executes: What the 2026 ERP Market Is Actually Building So Far - ERP Today. AI That Executes: What the 2026 ERP Market Is Actually Building So Far ERP Today,https://news.google.com/rss/articles/CBMiZEFVX3lxTE4yOFgxODNFajh4d1NYRWkxczE1ai1YOEM1ZVZLRzU4QjhmMTBVcmFSRWltY2JGOFpuMXBKUEJPQjl0cnJZR0hiaV9iMThBMkRwTENVOXdYWW9CNFB6dUNBZmNHeEI?oc=5,"Fri, 19 Jun 2026 08:42:50 GMT",Google News - Competitors,competitor,ERP Today,2026-06-30T08:12:46+00:00
04893490aa47e142,Top 10 Agentic AI ERP Systems & 6 Solutions - AIMultiple,Top 10 Agentic AI ERP Systems & 6 Solutions AIMultiple,Top 10 Agentic AI ERP Systems & 6 Solutions - AIMultiple. Top 10 Agentic AI ERP Systems & 6 Solutions AIMultiple,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBmZkF6WGZjSHBQaFZpdkxtMENUSmhCSnlMdG1sYzZEeGxfd1VMMG5UQnVWZDItbVlUOXVKY0FWTzdXTHZabWxBbktGSnhlUQ?oc=5,"Mon, 15 Jun 2026 07:00:00 GMT",Google News - Competitors,competitor,AIMultiple,2026-06-30T08:12:46+00:00
8085833e01d0462b,Salesforce (NYSE: CRM) Agentforce Platform Crosses $1B ARR As AI Revenue Surge Reshapes Enterprise Software Race - foreignpolicyjournal.com,Salesforce (NYSE: CRM) Agentforce Platform Crosses $1B ARR As AI Revenue Surge Reshapes Enterprise Software Race foreignpolicyjournal.com,Salesforce (NYSE: CRM) Agentforce Platform Crosses $1B ARR As AI Revenue Surge Reshapes Enterprise Software Race - foreignpolicyjournal.com. Salesforce (NYSE: CRM) Agentforce Platform Crosses $1B ARR As AI Revenue Surge Reshapes Enterprise Software Race foreignpolicyjournal.com,https://news.google.com/rss/articles/CBMi7gFBVV95cUxNQlUxM21ONGpSTG1qT0xaVDN6S1ZoQ3I0Ml9SYjdVNXNWYnNTYWkwTHY4Z2NMV2trcG5MeEhfTXoxNk9CWFRjcHJJUWM0Ni1YUGplZ2VQUVgxck9sY2YyT2NNUF9OcU1adWpfU1kxQzloa1BvbTV5SnRBdjdDdFBpTmFqdm9TdkZjX0UxWUJqWUp3RXRGNXg1eUpKNU83WHlQTkZjeE85aEcyUXhPUUw3TVlLREQzVERwRUlubDBoTWVCeWVzTVRKRzB0QWtDNWdleFdMXzA1cmtadmgybWxGV1g3TkpndWdqcGE5OTdB?oc=5,"Thu, 04 Jun 2026 07:00:00 GMT",Google News - Competitors,competitor,foreignpolicyjournal.com,2026-06-30T08:12:46+00:00
69bab2d99fb2bf28,Deloitte recognized as a Leader in the 2026 Gartner® Magic Quadrant™ for the third consecutive time and scores highest in all 6 Use Cases in the Critical Capabilities Report for Cloud ERP Services - Deloitte,Deloitte recognized as a Leader in the 2026 Gartner® Magic Quadrant™ for the third consecutive time and scores highest in all 6 Use Cases in the Critical Capabilities Report for Cloud ERP Services Deloitte,Deloitte recognized as a Leader in the 2026 Gartner® Magic Quadrant™ for the third consecutive time and scores highest in all 6 Use Cases in the Critical Capabilities Report for Cloud ERP Services - Deloitte. Deloitte recognized as a Leader in the 2026 Gartner® Magic Quadrant™ for the third consecutive time and scores highest in all 6 Use Cases in the Critical Capabilities Report for Cloud ERP Services Deloitte,https://news.google.com/rss/articles/CBMirAFBVV95cUxQYUF5VURISkFUVE8zaTY5ZXlaakZhLWYtbTZUT3JtTGFSNjZnaWtQNEtHUDB3M19VTXMzQXp0eklvYjlNMHAwRXpYUTM4eHlWaS1FdFJWbFJBWi1uUmhjb2xFUm1YbGNfX2w4eVZpSzc2cDJraHJiRFdxckFSeXVfNldSVUNQUGpScS16bXJHR2N5aENYLXMwRTFJM1B1UTJUOTZLOHA4OS1DUXYy?oc=5,"Thu, 18 Jun 2026 22:11:30 GMT",Google News - Competitors,competitor,Deloitte,2026-06-30T08:12:46+00:00
69a3ff76b55f6bd8,10 Best ERP Software for Enterprises - Indiatimes,10 Best ERP Software for Enterprises Indiatimes,10 Best ERP Software for Enterprises - Indiatimes. 10 Best ERP Software for Enterprises Indiatimes,https://news.google.com/rss/articles/CBMigwFBVV95cUxObllQeDJmREJtWllCTVRRS00tQlJxdlRiU1poSXRQejE0NlpMNGpvOW5vazFIbjQ3NDNHQ2x2NEo3enFsVGZvNmgtTXBkeEF2RVdFVTJZeDd4VmZNU3AxWGJ0enI5V3RHdlMxSlJaUjRYOUJnS3VhLTNPZGVYaGZNX09pWdIBiAFBVV95cUxQUFlkcUVyLUEyTGJFYk5KbnZQLUdVbGN0T2VKNlA5dnM4aUpvLWFZbEtvcHlLeXRlT3cySFJfclBNWTZpa3dJc2xXRUdKZWJHWDBNcmJSTnhndktuTnhpUG0wMnBFdzd5STJ5N0VybXh4Y1NmM3dzVkJEbkF6MGNWS0VSWG1tbVJD?oc=5,"Sat, 13 Jun 2026 07:00:00 GMT",Google News - Competitors,competitor,Indiatimes,2026-06-30T08:12:46+00:00
0d79433d776ef7e2,Major Accounting Software Brands Are Invisible in AI Search - Fidelity,Major Accounting Software Brands Are Invisible in AI Search Fidelity,Major Accounting Software Brands Are Invisible in AI Search - Fidelity. Major Accounting Software Brands Are Invisible in AI Search Fidelity,https://news.google.com/rss/articles/CBMijgFBVV95cUxQZFFMVWtLT2djMzZ1MV9RbjdxRHhXWk1BWEtfTS1qRWpKTUVoQlIzOEhmZXY2SENLRWQtMGhkRzFlTnFGb1NIVk1RaWpvNlI1bGNfQzRPWFZ0SkZWbmZnWnBhcXZEUV9FY3NmMEU0ekRfaTlyN2lrbEQyb21PZXYwdUhSQ1JLd3VmQS01dXZn?oc=5,"Mon, 01 Jun 2026 07:00:00 GMT",Google News - Competitors,competitor,Fidelity,2026-06-30T08:12:46+00:00
3ffec4e20eb53b45,The hidden costs of over-customising an ERP system - PwC,The hidden costs of over-customising an ERP system PwC,The hidden costs of over-customising an ERP system - PwC. The hidden costs of over-customising an ERP system PwC,https://news.google.com/rss/articles/CBMiowFBVV95cUxQMk95Tk03Z2R2YXctc25QSTA5WUVfYldpaVJTSUlFNmpIWGl0OFROa2Z3VDNicUd3M05lcWlUREdPM2tuWVc3TDdiSEpGeVpXOVVGWXZPU2tWQ0h6ZkRkYzMzcVlNcjBONmJ2MUJQcHhjclBlVW5pYXBUUXRyYV9wbUlNSnJEdnlMaHRjQkU3ejJ5eXhvY2I1V19NcVFBWjlaLWdr?oc=5,"Tue, 16 Jun 2026 07:00:00 GMT",Google News - Competitors,competitor,PwC,2026-06-30T08:12:46+00:00
af0c94debe271522,Microsoft Dynamics 365 Brings Agentic ERP Workflows into Copilot Cowork - ERP Today,Microsoft Dynamics 365 Brings Agentic ERP Workflows into Copilot Cowork ERP Today,Microsoft Dynamics 365 Brings Agentic ERP Workflows into Copilot Cowork - ERP Today. Microsoft Dynamics 365 Brings Agentic ERP Workflows into Copilot Cowork ERP Today,https://news.google.com/rss/articles/CBMid0FVX3lxTFBfZmU2elNjb292ZlRUb0VQeFVqR0poRUVqZE0ybi1KNldsV2x4emZQVzdzMTZBc2pOOVd4QTRzRUlIa2pJWlFUY2FONVR3a19tajlIU2dBT3Y0Y1JnRG0wLVNweFFBeXBRU2U2N0xyeGFGWDU1SGJV?oc=5,"Fri, 19 Jun 2026 07:00:00 GMT",Google News - Competitors,competitor,ERP Today,2026-06-30T08:12:46+00:00
5757010455b9977b,Open-Source ERP Providers Get a Second Look as AI Changes the ERP Shortlist - ERP Today,Open-Source ERP Providers Get a Second Look as AI Changes the ERP Shortlist ERP Today,Open-Source ERP Providers Get a Second Look as AI Changes the ERP Shortlist - ERP Today. Open-Source ERP Providers Get a Second Look as AI Changes the ERP Shortlist ERP Today,https://news.google.com/rss/articles/CBMibEFVX3lxTFBFTEUyWXBNNDlQcjZ5UENqd3FQaG8zeG5OYTloNUs0QjAtMHlGSUxQYWpueU1rVUpiOGk3OVRiRl90eG40bkFNRHdkc3Jqd0ljYy1ZemY3Y2dHZ0oyNEtpOGZFRnhOdUR3X1BZbQ?oc=5,"Mon, 15 Jun 2026 15:41:56 GMT",Google News - Competitors,competitor,ERP Today,2026-06-30T08:12:46+00:00
3ec713daf2bba6f6,Microsoft Gives AI Agents a Governed Path into Dynamics 365 ERP - ERP Today,Microsoft Gives AI Agents a Governed Path into Dynamics 365 ERP ERP Today,Microsoft Gives AI Agents a Governed Path into Dynamics 365 ERP - ERP Today. Microsoft Gives AI Agents a Governed Path into Dynamics 365 ERP ERP Today,https://news.google.com/rss/articles/CBMiZkFVX3lxTE83dWhFRFNHekw5UGFwZEhwbkRPNlZJa1o4VjFydk5Rd3dQd2NhTF8xVi1rMVZfclVIQlMtOGNfaGtJMzBtX25abmlQXzYzb1FIM09ZdEc1RTVwWTlLZFNQb2h4TkhYQQ?oc=5,"Tue, 16 Jun 2026 07:18:57 GMT",Google News - Competitors,competitor,ERP Today,2026-06-30T08:12:46+00:00
